"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_ASIAN","gap_completion_white_asian"
"3316","Pennsylvania State University-Penn State New Kensington",1,8317,6137,0.4835,0.3333,0.310651499482937
"3318","Pennsylvania State University-Penn State Wilkes-Barre",1,7233,5338,0.4909,0.4,0.185170095742514
"3319","Pennsylvania State University-Penn State Worthington Scranton",1,7588,5600,0.4641,0.5,-0.0773540185304891
"3320","Pennsylvania State University-Penn State Lehigh Valley",1,6204,4578,0.5776,0.5238,0.0931440443213296
"3321","Pennsylvania State University-Penn State Altoona",1,5925,4372,0.6675,0.6596,0.0118352059925094
"3322","Pennsylvania State University-Penn State Beaver",1,7383,5448,0.4177,0.4444,-0.0639214747426383
"3323","Pennsylvania State University-Penn State Berks",1,5949,4390,0.5758,0.6531,-0.134248002778743
"3324","Pennsylvania State University-Penn State Harrisburg",1,7843,5788,0.6624,0.7647,-0.154438405797102
"3325","Pennsylvania State University-Penn State Brandywine",1,5904,4357,0.4286,0.5833,-0.360942603826412
"3327","Pennsylvania State University-Penn State Fayette- Eberly",1,7301,5388,0.4844,1,-1.06440957886045
"3328","Pennsylvania State University-Penn State Hazleton",1,7691,5676,0.5668,0.5714,-0.00811573747353572
"3329","Pennsylvania State University-Main Campus",1,24219,17872,0.8807,0.8313,0.0560917452026797
"3330","Pennsylvania State University-Penn State Greater Allegheny",1,8330,6147,0.3857,0.6,-0.55561317085818
"3331","Pennsylvania State University-Penn State Mont Alto",1,7356,5428,0.5424,0.6667,-0.229166666666667
"3332","Pennsylvania State University-Penn State Abington",1,4820,3557,0.4868,0.5461,-0.121815940838127
"3333","Pennsylvania State University-Penn State Schuylkill",1,7891,5823,0.4278,0.3846,0.100981767180926
"3334","Pennsylvania State University-Penn State York",1,7587,5599,0.4721,0.45,0.0468121160771023
"3343","Pennsylvania College of Art and Design",2,21378,8592,0.4487,0.5,-0.114330287497214
"3344","University of Pennsylvania",2,34560,49018,0.9476,0.9885,-0.0431616715913888
"3345","Philadelphia University",2,19934,9712,0.6872,0.5484,0.20197904540163
"3346","The University of the Arts",2,20918,12486,0.5942,0.6471,-0.0890272635476272
"3347","Cairn University-Langhorne",2,10727,7527,0.7008,0.6667,0.0486586757990868
"3349","University of the Sciences",2,22797,12724,0.7385,0.7907,-0.070683818551117
"3351","University of Pittsburgh-Bradford",1,11150,8486,0.5097,0.5833,-0.144398665881891
"3352","University of Pittsburgh-Greensburg",1,12012,5824,0.551,0.125,0.773139745916515
"3353","University of Pittsburgh-Johnstown",1,12314,6320,0.5209,0.4615,0.114033403724323
"3354","University of Pittsburgh-Pittsburgh Campus",1,16728,16522,0.8278,0.8585,-0.0370862527180479
"3362","Point Park University",2,17108,9247,0.5972,1,-0.674480910917616
"3369","The Restaurant School at Walnut Hill College",3,32258,22330,0.5172,0.7059,-0.364849187935035
"3371","Robert Morris University",2,17137,7471,0.6545,0.25,0.618029029793736
"3373","Rosemont College",2,13889,5995,0.3871,0.4286,-0.107207439938
"3374","Saint Francis University",2,13596,8103,0.7493,0.5,0.332710529827839
"3375","Saint Joseph's University",2,23780,12184,0.7473,0.5926,0.207011909541014
"3376","Saint Vincent College",2,12522,7509,0.7435,1,-0.344989912575656
"3379","University of Scranton",2,20816,11042,0.8104,0.7391,0.0879812438302073
"3380","Seton Hill University",2,14235,9026,0.6487,0.6667,-0.0277478032989054
"3384","Shippensburg University of Pennsylvania",1,7315,8947,0.5843,0.5238,0.103542700667465
"3385","Slippery Rock University of Pennsylvania",1,7048,7365,0.6949,0.5,0.280472010361203
"3391","Susquehanna University",2,18030,11187,0.7669,0.6667,0.130655887338636
"3392","Swarthmore College",2,27431,32124,0.9571,0.9623,-0.00543307909309382
"3395","Temple University",1,20016,12889,0.7188,0.6918,0.0375626043405676
"3404","Ursinus College",2,20530,13593,0.8298,0.6875,0.171487105326585
"3405","University of Valley Forge",2,13406,6596,0.5049,0.6,-0.1883541295306
"3408","Villanova University",2,26473,15732,0.9076,0.8936,0.0154252974878801
"3411","Washington & Jefferson College",2,21989,14530,0.7716,0.75,0.0279937791601866
"3412","Waynesburg University",2,12351,8616,0.5897,1,-0.695777513990165
"3414","West Chester University of Pennsylvania",1,8975,7851,0.6861,0.7209,-0.0507214691735898
"3417","Westminster College",2,12104,8960,0.7927,1,-0.26151129052605
"3420","Widener University-Main Campus",2,21470,13704,0.5558,0.3846,0.308024469233537
"3421","Wilkes University",2,15692,8243,0.5914,0.5,0.15454852891444
"3424","York College Pennsylvania",2,13702,8285,0.616,0.65,-0.0551948051948052
"3428","Brown University",2,30816,33278,0.9539,0.9801,-0.0274661914246776
"3429","Bryant University",2,24035,9281,0.7846,0.84,-0.0706092276319144
"3430","Johnson & Wales University-Providence",2,14467,5663,0.5837,0.6716,-0.150591057049854
"3431","New England Institute of Technology",2,16865,8775,0.5159,0.5,0.0308199263423144
"3434","Providence College",2,24528,12912,0.8773,0.8235,0.0613245184087541
"3435","Rhode Island College",1,6297,7544,0.4335,0.375,0.134948096885813
"3437","University of Rhode Island",1,12695,8202,0.6163,0.5352,0.131591757261074
"3438","Rhode Island School of Design",2,36379,23184,0.9231,0.9077,0.0166829162604269
"3439","Roger Williams University",2,20789,16533,0.6291,0.6667,-0.0597679224288666
"3440","Salve Regina University",2,18905,8474,0.6856,0.6,0.12485414235706
"3450","Bob Jones University",3,10190,6692,0.7429,0.5263,0.29156010230179
"3453","College of Charleston",1,12765,8994,0.6645,0.6444,0.0302483069977427
"3456","Citadel Military College of South Carolina",1,10986,9361,0.7015,0.6429,0.0835352815395581
"3458","Clemson University",1,14109,11952,0.8408,0.7797,0.0726688867745005
"3462","Columbia College",2,11916,8566,0.5338,0.5714,-0.0704383664293742
"3463","Converse College",2,8503,6560,1,1,0
"3468","Francis Marion University",1,5787,8702,0.3945,0.25,0.366286438529785
"3469","Furman University",2,22158,18080,0.8581,0.6875,0.198811327351125
"3480","Newberry College",2,11014,6619,0.455,0.5,-0.0989010989010989
"3481","North Greenville University",2,6921,5010,0.5609,0.3333,0.405776430736317
"3485","University of South Carolina-Aiken",1,5480,6588,0.3894,0.125,0.67899332306112
"3486","University of South Carolina-Beaufort",1,6769,6669,0.2585,0.3333,-0.289361702127659
"3487","University of South Carolina-Columbia",1,10577,10729,0.7382,0.6783,0.0811433215930641
"3492","Coastal Carolina University",1,11646,8475,0.4528,0.4737,-0.0461572438162545
"3494","University of South Carolina-Upstate",1,5584,6624,0.3743,0.25,0.332086561581619
"3504","Winthrop University",1,8451,8526,0.5188,0.3,0.421742482652275
"3505","Wofford College",2,15800,10695,0.7775,0.8333,-0.0717684887459808
"3507","Augustana University",2,12544,10732,0.6818,0.2857,0.580962158990906
"3509","Black Hills State University",1,6137,5968,0.3385,0.3333,0.0153618906942394
"3511","Dakota State University",1,7158,8374,0.4208,1,-1.37642585551331
"3525","South Dakota School of Mines and Technology",1,8909,10832,0.554,0.4,0.277978339350181
"3526","South Dakota State University",1,7493,7951,0.5848,0.3889,0.334986320109439
"3533","University of South Dakota",1,7037,9166,0.5808,0.4444,0.234848484848485
"3539","Austin Peay State University",1,5850,7338,0.3846,0.4348,-0.13052522100884
"3541","Belmont University",2,22886,9317,0.705,0.8421,-0.194468085106383
"3543","Bryan College-Dayton",2,8695,4227,0.5365,1,-0.863932898415657
"3544","Carson-Newman University",2,13234,7223,0.5106,0.5,0.0207598903251078
"3546","Christian Brothers University",2,12812,6825,0.592,0.7222,-0.219932432432432
"3553","Lipscomb University",2,18048,9956,0.609,0.6316,-0.0371100164203614
"3557","East Tennessee State University",1,7690,12995,0.4402,0.6875,-0.561790095411177
"3567","Hiwassee College",2,7997,3784,0.1875,1,-4.33333333333333
"3579","Lee University",2,9839,5604,0.556,0.4444,0.200719424460432
"3582","Martin Methodist College",2,9818,5199,0.4013,0.5,-0.24595066035385
"3583","Maryville College",2,12304,6739,0.5458,0.8,-0.465738365701722
"3587","Memphis College of Art",2,15911,8870,0.5352,1,-0.868460388639761
"3589","University of Memphis",1,7951,9720,0.512,0.4444,0.13203125
"3591","Middle Tennessee State University",1,6180,8512,0.4617,0.4904,-0.0621615767814598
"3593","Milligan College",2,13610,6417,0.5986,1,-0.670564650851988
"3601","O'More College of Design",2,17618,8418,0.8085,1,-0.236858379715523
"3605","Rhodes College",2,18787,14453,0.8333,0.7083,0.15000600024001
"3611","Sewanee-The University of the South",2,21477,14760,0.7994,0.6875,0.139979984988742
"3619","Southern Adventist University",2,15274,9524,0.5361,0.7083,-0.321208729714606
"3622","The University of Tennessee-Chattanooga",1,5325,7065,0.416,0.4889,-0.175240384615385
"3623","The University of Tennessee-Knoxville",1,10788,22579,0.7011,0.7059,-0.00684638425331626
"3624","The University of Tennessee-Martin",1,4800,8384,0.4958,0.7143,-0.440701895925777
"3627","Tennessee State University",1,6968,10204,0.5,0.6667,-0.3334
"3628","Tennessee Technological University",1,5681,7404,0.5035,0.5385,-0.0695134061569018
"3629","Tennessee Temple University",2,7482,1694,0.2083,0.5,-1.40038406144983
"3630","Trevecca Nazarene University",2,12431,6894,0.5574,0.4,0.282382490132759
"3632","Tusculum College",2,9177,4227,0.41,0.3333,0.187073170731707
"3633","Union University",2,11153,8745,0.6946,1,-0.439677512237259
"3635","Vanderbilt University",2,22708,79372,0.9344,0.9153,0.0204409246575343
"3641","Abilene Christian University",2,13974,8741,0.6518,0.6154,0.0558453513347654
"3645","Angelo State University",1,6349,7413,0.3348,0.3077,0.0809438470728794
"3648","The Art Institute of Houston",3,14453,4182,0.5313,0.5,0.0589121023903632
"3649","Austin College",2,15854,12064,0.7488,0.8077,-0.078659188034188
"3656","Baylor University",2,20309,14139,0.7521,0.7164,0.0474670921420023
"3659","Remington College-Dallas Campus",2,10538,5379,0.7388,0.9167,-0.240795885219274
"3661","Brazosport College",1,3773,9283,0.1818,0.5,-1.75027502750275
"3668","Concordia University-Texas",2,14210,6097,0.3056,0.6667,-1.18160994764398
"3671","Texas A & M University-Corpus Christi",1,6793,6456,0.3983,0.5294,-0.329148882751695
"3674","Dallas Baptist University",2,15354,8737,0.5616,0.4,0.287749287749288
"3678","University of Dallas",2,15574,8643,0.7458,0.65,0.128452668275677
"3681","East Texas Baptist University",2,13523,8050,0.439,0.5,-0.138952164009112
"3683","Texas A & M University-Commerce",1,7175,7619,0.5125,0.8182,-0.596487804878049
"3690","South University-The Art Institute of Dallas",3,13919,5458,0.2828,0.2,0.292786421499293
"3695","Hallmark University",2,12716,3621,0.4762,0.75,-0.574968500629987
"3696","Hardin-Simmons University",2,11967,10505,0.5559,1,-0.798884691491276
"3699","Houston Baptist University",2,13550,6839,0.5375,0.5769,-0.0733023255813953
"3704","University of Houston",1,9891,7993,0.4935,0.5622,-0.139209726443769
"3706","Howard Payne University",2,10556,7529,0.4865,0.6667,-0.370400822199383
"3708","University of the Incarnate Word",2,15016,6935,0.487,0.32,0.342915811088296
"3712","ITT Technical Institute-Houston West",3,17000,1601,0.7778,0.5,0.35716122396503
"3717","Lamar University",1,6651,4753,0.4113,0.4091,0.00534889375151952
"3724","LeTourneau University",2,15159,8285,0.5088,0.3333,0.344929245283019
"3729","University of Mary Hardin-Baylor",2,18681,8668,0.5,0.6667,-0.3334
"3731","McMurry University",2,13139,9561,0.4185,0.8,-0.911589008363202
"3734","Midland College",1,2744,6732,0.1852,0.1875,-0.0124190064794816
"3735","Midwestern State University",1,6322,8527,0.4714,0.56,-0.187950784896054
"3746","University of North Texas",1,8076,8373,0.5085,0.5329,-0.0479842674532942
"3754","Our Lady of the Lake University",2,15950,8470,0.3667,0.3333,0.0910826288519227
"3755","The University of Texas Rio Grande Valley",1,3941,5949,0.3537,0.5,-0.413627367825841
"3760","Prairie View A & M University",1,5322,6662,0.4,0.5,-0.25
"3763","Rice University",2,21358,40056,0.9096,0.9576,-0.0527704485488127
"3766","Saint Edward's University",2,22563,9863,0.6576,0.72,-0.0948905109489051
"3768","University of St Thomas",2,16905,11944,0.4884,0.7105,-0.454750204750205
"3769","Sam Houston State University",1,7273,5925,0.5414,0.6429,-0.187476911710381
"3774","St Mary's University",2,22369,13438,0.6552,0.625,0.0460927960927961
"3780","Southern Methodist University",2,25697,16035,0.7819,0.806,-0.0308223557999744
"3783","Southwestern Assemblies of God University",2,11536,4857,0.4364,0.3333,0.236251145737855
"3784","Southwestern University",2,16438,12803,0.7381,0.7222,0.0215417965045387
"3785","Stephen F Austin State University",1,6311,6816,0.4894,0.4375,0.106048222313036
"3786","Texas State University",1,7237,6511,0.5752,0.5652,0.0173852573018081
"3787","Southwestern Adventist University",2,14350,10119,0.3158,0.6667,-1.1111462951235
"3790","Tarleton State University",1,6117,6957,0.4606,0.5556,-0.206252713851498
"3798","Texas A & M University-Kingsville",1,6090,6289,0.4175,0.2222,0.467784431137724
"3799","Texas A & M University-College Station",1,9515,14943,0.8139,0.8201,-0.0076176434451408
"3800","The University of Texas at Arlington",1,7387,6322,0.3822,0.5116,-0.338566195709053
"3801","The University of Texas at Austin",1,10165,16749,0.8364,0.8438,-0.00884744141559058
"3802","The University of Texas at Dallas",1,10462,10407,0.6782,0.7952,-0.172515482158655
"3803","The University of Texas at El Paso",1,5661,6847,0.3409,0.3667,-0.0756820181871518
"3804","The University of Texas at Tyler",1,5699,8851,0.4447,0.6111,-0.374184843714864
"3806","Texas Christian University",2,24866,14768,0.78,0.717,0.0807692307692308
"3809","Texas Lutheran University",2,12176,8384,0.5021,0.1667,0.667994423421629
"3810","The University of Texas of the Permian Basin",1,6767,8174,0.3861,0.5,-0.295001295001295
"3811","The University of Texas at San Antonio",1,7653,6866,0.2928,0.2325,0.20594262295082
"3813","Texas Southern University",1,5996,9693,0.25,0.25,0
"3814","Texas Tech University",1,8792,7046,0.6026,0.5556,0.0779953534683041
"3816","Texas Wesleyan University",2,18437,10124,0.4394,0.7143,-0.625625853436504
"3817","Texas Woman's University",1,5487,6844,0.482,0.4444,0.0780082987551867
"3818","Trinity University",2,17509,20116,0.8259,0.7955,0.0368083303063325
"3832","West Texas A & M University",1,6029,6645,0.4508,0.2857,0.366237799467613
"3838","Brigham Young University-Provo",2,5763,15124,0.7978,0.8254,-0.0345951366257208
"3839","Brigham Young University-Hawaii",2,3088,12569,0.5063,0.5556,-0.0973730989531898
"3840","Broadview University-West Jordan",3,17796,8071,0.439,1,-1.27790432801822
"3845","Dixie State University",1,4557,4147,0.3723,0.4375,-0.175127585280688
"3849","Eagle Gate College-Murray",3,11163,3553,0.5211,0.3333,0.360391479562464
"3852","Everest College-Salt Lake City",3,10011,8254,0.5198,0.5116,0.0157752981916121
"3855","Southern Utah University",1,7753,7872,0.5252,0.2,0.619192688499619
"3856","Stevens-Henager College",2,17142,5223,0.3458,0.5,-0.445922498554078
"3859","Utah State University",1,5160,8365,0.5128,0.5102,0.00507020280811241
"3860","Utah Valley University",1,4537,4839,0.3277,0.2083,0.364357644186756
"3862","University of Utah",1,10088,12899,0.623,0.6852,-0.0998394863563403
"3863","Weber State University",1,4669,5433,0.3649,0.3729,-0.0219238147437654
"3864","Westminster College",2,19247,11475,0.5952,0.7778,-0.306787634408602
"3865","Bennington College",2,28727,20658,0.6582,1,-0.519295047098146
"3867","Castleton University",1,12568,7639,0.4823,0.5,-0.0366991499066971
"3868","Champlain College",2,22274,8502,0.6132,0.6429,-0.0484344422700588
"3872","Johnson State College",1,10947,8716,0.3629,0.6,-0.653348029760265
"3873","Lyndon State College",1,11746,7807,0.392,0.3333,0.149744897959184
"3875","Middlebury College",2,42962,24640,0.9431,0.9348,0.00880076343972016
"3876","New England Culinary Institute",3,18485,7533,0.4863,0.5714,-0.174994859140448
"3877","Norwich University",2,15569,7955,0.5864,0.6364,-0.0852660300136424
"3879","Saint Michael's College",2,23692,10461,0.8023,0.6,0.25215006855291
"3886","University of Vermont",1,22431,16893,0.7685,0.6563,0.145998698763826
"3889","Averett University",2,15658,10312,0.4505,0.2857,0.365815760266371
"3892","Bridgewater College",2,11212,5651,0.6263,0.6667,-0.0645058278780137
"3893","College of William and Mary",1,17527,13546,0.9245,0.8629,0.0666306111411574
"3894","Regent University",2,13846,7864,0.5526,0.5,0.0951863916033297
"3897","Christopher Newport University",1,7048,8550,0.6901,0.6757,0.0208665410810029
"3905","Centura College-Virginia Beach",3,21575,2971,0.8129,1,-0.230163611760364
"3907","Eastern Mennonite University",2,15633,11522,0.6712,1,-0.489868891537545
"3909","Ferrum College",2,14135,6628,0.2908,0.3333,-0.146148555708391
"3910","George Mason University",1,11077,12466,0.655,0.7604,-0.160916030534351
"3912","Hampden-Sydney College",2,15559,13194,0.6894,0.5714,0.17116333043226
"3913","Hampton University",2,11363,8563,0.4,0.5,-0.25
"3914","Hollins University",2,11138,15806,0.6299,0.75,-0.190665184949992
"3916","James Madison University",1,8864,8505,0.8333,0.8246,0.0104404176167047
"3919","Liberty University",2,10111,2350,0.558,0.5313,0.0478494623655915
"3920","Longwood University",1,6590,7687,0.676,0.6154,0.0896449704142013
"3922","Lynchburg College",2,15745,10266,0.5583,0.75,-0.343363782912413
"3924","Mary Baldwin College",2,11499,8542,0.4477,0.6,-0.340183158364977
"3925","University of Mary Washington",1,7402,7328,0.7526,0.7941,-0.055142173797502
"3926","Marymount University",2,19280,8835,0.4971,0.3667,0.262321464494066
"3935","Old Dominion University",1,6401,8498,0.5144,0.4779,0.0709564541213063
"3941","Radford University",1,5943,7905,0.5976,0.4889,0.181894243641232
"3943","Randolph-Macon College",2,16253,9850,0.6199,0.6,0.0321019519277303
"3944","Randolph College",2,11900,14248,0.4536,0.1429,0.684964726631393
"3949","University of Richmond",2,23844,16287,0.8577,0.8,0.0672729392561501
"3951","Roanoke College",2,15858,9685,0.6528,1,-0.531862745098039
"3953","Shenandoah University",2,16211,9066,0.5959,0.2857,0.520557140459809
"3954","Southern Virginia University",2,11504,6590,0.3198,0.2,0.374609130706692
"3960","Sweet Briar College",2,14994,21942,0.6786,0.25,0.631594459180666
"3964","The University of Virginia's College at Wise",1,6069,8272,0.4943,0.4286,0.132915233663767
"3966","Virginia Polytechnic Institute and State University",1,12124,11178,0.8308,0.8249,0.00710158883004335
"3968","Virginia Commonwealth University",1,9971,12722,0.5861,0.6582,-0.123016550076779
"3969","University of Virginia-Main Campus",1,18767,16988,0.9508,0.9571,-0.00662599915860325
"3970","Virginia Military Institute",1,12567,12896,0.7102,0.7895,-0.111658687693607
"3975","Virginia Wesleyan College",2,16313,9304,0.4957,0.5,-0.00867460157353243
"3977","Washington and Lee University",2,27120,31496,0.8747,0.9167,-0.0480164627872413
"3978","Sanford-Brown College-Tysons Corner",3,19649,16268,0.4286,1,-1.33317778814746
"3983","The Art Institute of Seattle",3,13584,5938,0.3352,0.24,0.284009546539379
"3985","Bellevue College",1,3755,5155,0.2545,0.3836,-0.507269155206287
"3990","Central Washington University",1,6532,8475,0.5412,0.6053,-0.118440502586844
"3995","Clover Park Technical College",1,1284,4124,0.3806,0.4,-0.0509721492380453
"3996","Columbia Basin College",1,1482,5492,0.2597,0.3333,-0.283403927608779
"3997","Cornish College of the Arts",2,26086,20016,0.4932,0.6364,-0.290348742903487
"3999","Eastern Washington University",1,7535,6934,0.4868,0.4833,0.00718981101068201
"4003","The Evergreen State College",1,7492,8785,0.5683,0.6,-0.055780397677283
"4006","Gonzaga University",2,19185,9857,0.8411,0.8,0.0488645820948757
"4008","Green River College",1,4454,5845,0.3264,0.3947,-0.209252450980392
"4010","Highline College",1,1876,5861,0.3122,0.3636,-0.164638052530429
"4013","ITT Technical Institute-Seattle",3,17508,2376,0.4286,0.5833,-0.360942603826412
"4018","Lake Washington Institute of Technology",1,2576,6460,0.2881,0.2727,0.0534536619229435
"4024","North Seattle College",1,3619,6432,0.3333,0.3333,0
"4025","Northwest University",2,14727,8442,0.5612,0.5,0.109052031361369
"4026","Olympic College",1,3532,4627,0.282,0.2609,0.0748226950354608
"4028","Pacific Lutheran University",2,18608,11937,0.7233,0.5385,0.255495644960597
"4030","University of Puget Sound",2,27917,18755,0.7778,0.8438,-0.084854718436616
"4032","Saint Martin's University",2,14277,7237,0.5086,0.3333,0.344671647660244
"4033","South Seattle College",1,3333,6851,0.3091,0.1935,0.37398900032352
"4034","Seattle Central College",1,3911,6107,0.2282,0.3421,-0.499123575810693
"4036","Seattle Pacific University",2,19371,10181,0.7513,0.7632,-0.0158392120324771
"4037","Seattle University",2,25546,15163,0.7969,0.7563,0.0509474212573724
"4039","Skagit Valley College",1,2154,5563,0.2222,0.1875,0.156165616561656
"4046","Walla Walla University",2,17229,10535,0.5804,0.5714,0.0155065472088215
"4047","Washington State University",1,10933,9952,0.6843,0.659,0.0369720882653807
"4048","University of Washington-Seattle Campus",1,17415,24561,0.8454,0.8655,-0.0237757274662882
"4051","Western Washington University",1,8189,8911,0.7369,0.7172,0.0267336137874882
"4053","Whitman College",2,30363,19220,0.8732,0.9,-0.0306917086578104
"4054","Whitworth University",2,17141,9969,0.7598,0.9167,-0.206501710976573
"4061","Bethany College",2,11558,7689,0.4977,0.3333,0.330319469559976
"4065","University of Charleston",2,12238,6776,0.3575,0.3636,-0.017062937062937
"4069","Fairmont State University",1,3200,6375,0.3516,0.2,0.431171786120592
"4074","Marshall University",1,5955,8402,0.4483,0.6429,-0.434084318536694
"4083","West Virginia University at Parkersburg",1,2493,5549,0.314,0.3333,-0.0614649681528662
"4087","Shepherd University",1,5193,6032,0.411,0.381,0.0729927007299269
"4093","West Liberty University",1,5556,5416,0.4165,0.5,-0.200480192076831
"4095","West Virginia Wesleyan College",2,10424,6326,0.6703,0.75,-0.118901984186185
"4101","West Virginia University",1,11898,11703,0.5803,0.4268,0.264518352576254
"4102","Wheeling Jesuit University",2,13801,6981,0.6392,0.5,0.217772215269086
"4106","Alverno College",2,18323,7920,0.3876,0.4167,-0.075077399380805
"4107","Madison Area Technical College",1,3820,15176,0.2603,0.1304,0.499039569727238
"4109","Beloit College",2,17863,15371,0.9279,1,-0.0777023386140749
"4111","Cardinal Stritch University",2,12772,4521,0.5617,0.3333,0.40662275235891
"4112","Carroll University",2,14957,6015,0.6205,0.6667,-0.0744560838033842
"4113","Carthage College",2,14858,9053,0.6387,0.4118,0.355252857366526
"4115","Concordia University-Wisconsin",2,13503,7646,0.6364,0.5,0.214330609679447
"4116","Edgewood College",2,16336,7616,0.6293,0.875,-0.390433815350389
"4121","ITT Technical Institute-Greenfield",3,16359,2503,0.5135,0.7143,-0.391041869522882
"4122","Lakeland College",2,10252,5134,0.5318,0.3333,0.373260624294848
"4124","Lawrence University",2,20420,15289,0.8333,0.625,0.249969998799952
"4126","Marian University",2,12995,6341,0.5948,0.3333,0.439643577673167
"4127","Marquette University",2,21044,10161,0.8135,0.6712,0.174923171481254
"4131","Milwaukee Institute of Art & Design",2,17906,8689,0.5809,0.75,-0.291100017214667
"4132","Milwaukee School of Engineering",2,14970,11075,0.5655,0.5,0.115826702033599
"4134","Mount Mary University",2,14973,7872,0.6154,0.1111,0.819467013324667
"4141","Ripon College",2,13420,9719,0.7113,0.5714,0.196682131308871
"4143","Saint Norbert College",2,16434,8114,0.6996,0.6667,0.0470268724985707
"4149","Viterbo University",2,10530,5846,0.4955,0.25,0.495459132189707
"4153","University of Wisconsin-Whitewater",1,6700,6055,0.5939,0.6,-0.0102710894089914
"4157","University of Wisconsin-Eau Claire",1,7047,7221,0.7012,0.4423,0.369224187107815
"4158","University of Wisconsin-Green Bay",1,5127,6040,0.5163,0.5217,-0.0104590354445091
"4159","University of Wisconsin-La Crosse",1,6955,6871,0.7165,0.5,0.302163293789253
"4160","Wisconsin Lutheran College",2,11638,8970,0.6579,0.5,0.24000607995136
"4161","University of Wisconsin-Oshkosh",1,5823,7368,0.555,0.5789,-0.0430630630630629
"4162","University of Wisconsin-Parkside",1,5140,6246,0.3143,0.55,-0.749920458160993
"4163","Herzing University-Madison",3,14423,5477,0.4227,0.4,0.0537023894014668
"4164","University of Wisconsin-Stout",1,6114,7528,0.5399,0.5,0.0739025745508428
"4165","University of Wisconsin-Superior",1,5742,7920,0.4247,0.5,-0.177301624676242
"4166","University of Wisconsin-Madison",1,11252,14367,0.8558,0.7463,0.127950455713952
"4167","University of Wisconsin-Milwaukee",1,8379,8619,0.4651,0.41,0.118469146420125
"4168","University of Wisconsin-Platteville",1,6694,6008,0.5336,0.4167,0.21907796101949
"4169","University of Wisconsin-River Falls",1,6015,6743,0.5651,0.2692,0.523624137320828
"4170","University of Wisconsin-Stevens Point",1,5919,6811,0.6183,0.4118,0.333980268478085
"4180","University of Wyoming",1,4549,14616,0.5576,0.4706,0.156025824964132
"4183","University of Guam",1,3538,6564,0.4167,0.35,0.16006719462443
"4184","Northern Marianas College",1,1991,10606,1,0.0667,0.9333
"4249","University of Puerto Rico-Rio Piedras",1,1253,12073,0.5333,0.4,0.249953122070129
"4261","Stanford University",2,24668,93146,0.9547,0.9542,0.000523724730281706
"4262","Purdue University-Main Campus",1,15397,16568,0.7409,0.7179,0.0310433256849778
"4284","St. John's College",2,15946,16043,0.5,0.75,-0.5
"4293","Platt College-Tulsa",3,18520,10658,0.5891,1,-0.697504668137838
"4319","Landmark College",2,35953,13565,0.2198,0.3333,-0.516378525932666
"4338","ECPI University",3,15641,7515,0.4348,0.4138,0.0482980680772769
"4355","Everest University-Brandon",3,11279,3977,0.3159,0.3333,-0.0550807217473883
"4362","Platt College-Los Angeles",3,10485,5739,0.6667,0.8889,-0.333283335833208
"4363","Platt College-Aurora",3,14077,7941,0.75,1,-0.333333333333333
"4370","ITT Technical Institute-Arlington Heights",3,17758,2941,0.4615,0.8571,-0.857204767063922
"4386","New College of Florida",1,2307,12918,0.7,0.8,-0.142857142857143
"4389","Le Cordon Bleu College of Culinary Arts-Scottsdale",3,7653,2071,0.5878,0.7273,-0.23732562095951
"4412","University of Advancing Technology",3,21957,5015,0.2977,0.25,0.160228417870339
"4452","Pennsylvania College of Technology",1,16354,11894,0.4495,0.2308,0.486540600667408
"4464","Southern Technical College",3,13141,4940,0.4494,0.5,-0.112594570538496
"4466","ITT Technical Institute-Norwood",3,17964,2283,0.3902,0.3333,0.145822655048693
"4471","ITT Technical Institute-Austin",3,17785,2461,0.2821,0.75,-1.65863169088976
"4472","ITT Technical Institute-Houston North",3,17122,2094,0.5897,0.5,0.152111243004918
"4473","California State University-San Marcos",1,7383,8347,0.4913,0.5727,-0.165682882149399
"4477","Kaplan University-Des Moines Campus",3,6766,1904,0.281,1,-2.55871886120996
"4494","Hodges University",2,15809,7170,0.3409,0.5,-0.466705778820769
"4495","Everest University-Lakeland",3,10155,5235,0.4984,0.5455,-0.0945024077046548
"4505","Nossi College of Art",3,6672,4023,0.5241,1,-0.908032818164472
"4507","ITT Technical Institute-Norfolk",3,18999,2638,0.2593,0.7143,-1.75472425761666
"4516","ITT Technical Institute-Albuquerque",3,17503,4255,0.4615,1,-1.16684723726977
"4546","Fremont College",3,15267,3441,0.7436,0.625,0.159494351802044
"4556","Remington College-Honolulu Campus",2,9864,5328,0.4595,0.5761,-0.253754080522307
"4585","Brown Mackie College-Findlay",3,11192,4799,0.3515,0.3333,0.051778093883357
"4623","Vista College-Online",3,5302,1441,0.7453,0.75,-0.00630618542868649
"4627","Northwest College of Art & Design",3,18559,5342,0.6667,1,-0.499925003749813
"4628","University of Washington-Bothell Campus",1,3783,5335,0.7021,0.6667,0.0504201680672269
"4629","University of Washington-Tacoma Campus",1,3928,5539,0.65,0.4872,0.250461538461538
"4636","ITT Technical Institute-Torrance",3,16967,2182,0.3571,0.5,-0.40016802016242
"4670","Westwood College-Aurora Campus",3,15135,3424,0.2571,0.1429,0.444185141968106
"4672","ITT Technical Institute-San Bernardino",3,17885,2211,0.4524,0.6364,-0.406719717064545
